Sr No.,NUMC_ID,morb_code,term_devanagari,term_iast,wordtree,parent_id,def_id,w_trans,w_def,refn,sys_id
2903,1894,SAT-D.1893,कटि अवपाटित इव,kaṭi avapāṭita iva,kaTi avapATita iva,1,0,,splitting type of pain in low back,,1
2904,1895,SAT-D.1894,कटिग्रहः/ कटीग्रहः,kaṭigrahaḥ/ kaṭīgrahaḥ,kaTigrahaH/ kaTIgrahaH,1,0,,stiffness of the lumbar region/ lower back,,1
2905,1896,SAT-D.1895,कटिदौर्बल्यम्/ कटीदौर्बल्यम्,kaṭidaurbalyam/ kaṭīdaurbalyam,kaTidaurbalyam/ kaTIdaurbalyam,1,0,,weakness of lower back,,1
2906,1897,SAT-D.1896,कटिनिस्तोदः,kaṭinistodaḥ,kaTinistodaH,1,0,,pricking type of pain low back,,1
2907,1898,SAT-D.1897,कटिरुक्/ कटि-रुजा,kaṭiruk/ kaṭi-rujā,kaTiruk/ kaTi-rujA,1,0,,low backache,,1
2908,1899,SAT-D.1898,कटिशूलः/ कटी रुक्,kaṭiśūlaḥ/ kaṭī ruk,kaTiSUlaH/ kaTI ruk,1,0,,low backache,,1
2909,1900,SAT-D.1899,कटिसंधि-स्तब्धता,kaṭisaṃdhi-stabdhatā,kaTisaMdhi-stabdhatA,1,0,,stiffness in the joints of lower back,,1
2910,1901,SAT-D.1900,कटिसंधि-स्फुरणम्,kaṭisaṃdhi-sphuraṇam,kaTisaMdhi-sPuraNam,1,0,,twitching/tingling sensation in low back,,1
2911,1902,SAT-D.1901,कटिसादः,kaṭisādaḥ,kaTisAdaH,1,0,,feeling of weakness of low back,,1
2912,1903,SAT-D.1902,कटिस्वापः,kaṭisvāpaḥ,kaTisvApaH,1,0,,numbness in low back,,1
2913,1904,SAT-D.1903,कटी चटित इव,kaṭī caṭita iva,kaTI caTita iva,1,0,,broken feel of lower back,,1
2914,1905,SAT-D.1904,कटी भग्न इव,kaṭī bhagna iva,kaTI Bagna iva,1,0,,breaking type of pain in low back,,1
2915,1906,SAT-D.1905,कटी मथित इव,kaṭī mathita iva,kaTI mathita iva,1,0,,churning feeling in lower back,,1
2916,1907,SAT-D.1906,कटी मृदित इव,kaṭī mṛdita iva,kaTI mRudita iva,1,0,,crushing feeling in lower back,,1
2917,1908,SAT-D.1907,कटी रुग्ण इव,kaṭī rugṇa iva,kaTI rugNa iva,1,0,,cutting type of pain in low back,,1
2918,1909,SAT-D.1908,कटीकपालवेदना,kaṭīkapālavedanā,kaTIkapAlavedanA,1,0,,pain at iliac region/iliac bones,,1
2919,1910,SAT-D.1909,कटीपृष्ठं प्रति समन्तात् वेदना,kaṭīpṛṣṭhaṃ prati samantāt vedanā,kaTIpRuShThaM prati samantAt vedanA,1,0,,pain radiating all over back region,,1
2920,1911,SAT-D.1910,कटीभङ्गः,kaṭībhaṅgaḥ,kaTIBa~ggaH,1,0,,fracture in lower back region,,1
2921,1912,SAT-D.1911,कटीवेदनम्,kaṭīvedanam,kaTIvedanam,1,0,,low back ache,,1
2922,1913,SAT-D.1912,कटी-स्तम्भः,kaṭī-stambhaḥ,kaTI-stamBaH,1,0,,stiffness of lower back,,1
2923,1914,SAT-D.1913,कटु उपशयः,kaṭu upaśayaḥ,kaTu upaSayaH,1,0,,relief in disease by kaṭu rasa,,1
2924,1915,SAT-D.1914,कटुकप्रियता/ ऊषणप्रीतिः,kaṭukapriyatā/ ūṣaṇaprītiḥ,kaTukapriyatA/ UShaNaprItiH,1,0,,liking for kaṭu rasa,,1
2925,1916,SAT-D.1915,कटुकमूत्रप्रवृत्तिः,kaṭukamūtrapravṛttiḥ,kaTukamUtrapravRuttiH,1,0,,passing acrid urine,,1
2926,1917,SAT-D.1916,कटुकरसः,kaṭukarasaḥ,kaTukarasaH,1,0,,pungent taste,,1
2927,1918,SAT-D.1917,कटुकामता,kaṭukāmatā,kaTukAmatA,1,0,,desire for pungent taste,,1
2928,1919,SAT-D.1918,कटुकोद्गारः,kaṭukodgāraḥ,kaTukodgAraH,1,0,,pungent belching or eructation,,1
2929,1920,SAT-D.1919,कटुत्वम्-स्तन्यस्य,kaṭutvam-stanyasya,kaTutvam-stanyasya,1,0,,pungent taste of breast milk,,1
2930,1921,SAT-D.1920,कटुत्वात् पिपीलिकामक्षिकाणाम् अनिष्टम्,kaṭutvāt pipīlikāmakṣikāṇām aniṣṭam,kaTutvAt pipIlikAmakShikANAm aniShTam,1,0,,not favorable for ants and flies because of kaṭu rasa,,1
2931,1922,SAT-D.1921,कटुभोजी,kaṭubhojī,kaTuBojI,1,0,,relishes pungent food,,1
2932,1923,SAT-D.1922,कटुरसेन शूल-वृद्धिः,kaṭurasena śūla-vṛddhiḥ,kaTurasena SUla-vRuddhiH,1,0,,pain exacerbated by pungent taste food,,1
2933,1924,SAT-D.1923,कटुरसेनोपशान्तिः शूलस्य,kaṭurasenopaśāntiḥ śūlasya,kaTurasenopaSAntiH SUlasya,1,0,,pain relieved by taking pungent taste,,1
2934,1925,SAT-D.1924,कटुरूक्षाभिलाषः,kaṭurūkṣābhilāṣaḥ,kaTurUkShABilAShaH,1,0,,desire for things which are pungent and dry in nature,,1
2935,1926,SAT-D.1925,कटुवक्त्रता/ कटुकास्यता,kaṭuvaktratā/ kaṭukāsyatā,kaTuvaktratA/ kaTukAsyatA,1,0,,pungent taste in the mouth,,1
2936,1927,SAT-D.1926,कटुवमनम्,kaṭuvamanam,kaTuvamanam,1,0,,pungent vomitus,,1
2937,1928,SAT-D.1927,कट्यां सन्धिमुक्तं च्युतं च यत्,kaṭyāṃ sandhimuktaṃ cyutaṃ ca yat,kaTyAM sandhimuktaM cyutaM ca yat,1,0,,dislocation and displacement of hip joint,,1
2938,1929,SAT-D.1928,कट्वम्ललवणोष्णैः विदाहः,kaṭvamlalavaṇoṣṇaiḥ vidāhaḥ,kaTvamlalavaNoShNaiH vidAhaH,1,0,,"burning sensation due to pungent, sour and salty taste and hot property",,1
2939,1930,SAT-D.1929,कठिन उदरः,kaṭhina udaraḥ,kaThina udaraH,1,0,,hardness of abdomen,,1
2940,1931,SAT-D.1930,कठिनः,kaṭhinaḥ,kaThinaH,1,0,,hard in nature,,1
2941,1932,SAT-D.1931,कठिनः अरूंषिः,kaṭhinaḥ arūṃṣiḥ,kaThinaH arUMShiH,1,0,,hard eruption,,1
2942,1933,SAT-D.1932,कठिनः/ ग्रथितः,kaṭhinaḥ/ grathitaḥ,kaThinaH/ grathitaH,1,0,,hardness,,1
2943,1934,SAT-D.1933,कठिन-गुदाङ्कुराः,kaṭhina-gudāṅkurāḥ,kaThina-gudA~gkurAH,1,0,,hard polyp at anus,,1
2944,1935,SAT-D.1934,कठिनदंशम्,kaṭhinadaṃśam,kaThinadaMSam,1,0,,hardness at site of bite,,1
2945,1936,SAT-D.1935,कठिनपिटिका/ कठिना पिडका/ कठिन-पिडका,kaṭhinapiṭikā/ kaṭhinā piḍakā/ kaṭhina-piḍakā,kaThinapiTikA/ kaThinA piDakA/ kaThina-piDakA,1,0,,hard lesion/ hard eruptions/papule,,1
2946,1937,SAT-D.1936,कठिन-मेढ्रः,kaṭhina-meḍhraḥ,kaThina-meDhraH,1,0,,hardness of penis,,1
2947,1938,SAT-D.1937,कठिन-विट्,kaṭhina-viṭ,kaThina-viT,1,0,,hard feces,,1
2948,1939,SAT-D.1938,कठिनव्रणः,kaṭhinavraṇaḥ,kaThinavraNaH,1,0,,indurated wound,,1
2949,1940,SAT-D.1939,कठिन-शोफः/ कठिन-श्वयथुः,kaṭhina-śophaḥ/ kaṭhina-śvayathuḥ,kaThina-SoPaH/ kaThina-SvayathuH,1,0,,hard swelling,,1
2950,1941,SAT-D.1940,कठिनसंस्थानः,kaṭhinasaṃsthānaḥ,kaThinasaMsthAnaH,1,0,,hardness of a particular area,,1
2951,1942,SAT-D.1941,कठिनसंस्पर्शः व्रणस्य,kaṭhinasaṃsparśaḥ vraṇasya,kaThinasaMsparSaH vraNasya,1,0,,hard wound,,1
2952,1943,SAT-D.1942,कठिनसिरा-संतानः,kaṭhinasirā-saṃtānaḥ,kaThinasirA-saMtAnaH,1,0,,covered with hard vessels,,1
2953,1944,SAT-D.1943,कठिनस्फोटः,kaṭhinasphoṭaḥ,kaThinasPoTaH,1,0,,hard vesicle,,1
2954,1945,SAT-D.1944,कण्टकभूतः गले ग्रन्थिः/ कण्ठे कण्टकवत्,kaṇṭakabhūtaḥ gale granthiḥ/ kaṇṭhe kaṇṭakavat,kaNTakaBUtaH gale granthiH/ kaNThe kaNTakavat,1,0,,thorn like swelling in throat/ thorn pricking like sensation in throat,,1
2955,1946,SAT-D.1945,कण्टकाचित अश्मरी,kaṇṭakācita aśmarī,kaNTakAcita aSmarI,1,0,,type of aśmarī (renal calculus) with pointed thorn like projections,,1
2956,1947,SAT-D.1946,कण्टकाचिता जिह्वा,kaṇṭakācitā jihvā,kaNTakAcitA jihvA,1,0,,tongue studded with thorny projections,,1
2957,1948,SAT-D.1947,कण्टकैराचितम्/ कण्टकैरुपचितम्,kaṇṭakairācitam/ kaṇṭakairupacitam,kaNTakairAcitam/ kaNTakairupacitam,1,0,,associated with thorn like projections,,1
2958,1949,SAT-D.1948,कण्ठ धूमायनम्,kaṇṭha dhūmāyanam,kaNTha dhUmAyanam,1,0,,fuming sensation in throat,,1
2959,1950,SAT-D.1949,कण्ठं भिनत्ति,kaṇṭhaṃ bhinatti,kaNThaM Binatti,1,0,,tearing like pain in throat,,1
2960,1951,SAT-D.1950,कण्ठः उद्ध्वंसते,kaṇṭhaḥ uddhvaṃsate,kaNThaH uddhvaMsate,1,0,,functional damage to throat,,1
2961,1952,SAT-D.1951,कण्ठगतशोफः,kaṇṭhagataśophaḥ,kaNThagataSoPaH,1,0,,swelling of throat region,,1
2962,1953,SAT-D.1952,कण्ठघुर्घुरिकान्वितः/ कण्ठे घुर्घुरकः,kaṇṭhaghurghurikānvitaḥ/ kaṇṭhe ghurghurakaḥ,kaNThaGurGurikAnvitaH/ kaNThe GurGurakaH,1,0,,making ‘ghur-ghur’ sound from throat,,1
2963,1954,SAT-D.1953,कण्ठदाहः/ कण्ठपरिप्लोषः/ गलदाहः,kaṇṭhadāhaḥ/ kaṇṭhapariploṣaḥ/ galadāhaḥ,kaNThadAhaH/ kaNThapariploShaH/ galadAhaH,1,0,,burning sensation in throat,,1
2964,1955,SAT-D.1954,कण्ठदेशे अवतिष्ठते,kaṇṭhadeśe avatiṣṭhate,kaNThadeSe avatiShThate,1,0,,stagnates in the throat,,1
2965,1956,SAT-D.1955,कण्ठधूमः/ कण्ठधूमायनम्,kaṇṭhadhūmaḥ/ kaṇṭhadhūmāyanam,kaNThadhUmaH/ kaNThadhUmAyanam,1,0,,fuming sensation in throat,,1
2966,1957,SAT-D.1956,कण्ठनिरोधः,kaṇṭhanirodhaḥ,kaNThanirodhaH,1,0,,obstruction of throat,,1
2967,1958,SAT-D.1957,कण्ठपरितापः/ गलपरिदाहः/ कण्ठपरिदाहः,kaṇṭhaparitāpaḥ/ galaparidāhaḥ/ kaṇṭhaparidāhaḥ,kaNThaparitApaH/ galaparidAhaH/ kaNThaparidAhaH,1,0,,hotness or burning sensation in throat,,1
2968,1959,SAT-D.1958,कण्ठ-पाकः,kaṇṭha-pākaḥ,kaNTha-pAkaH,1,0,,inflammation of the throat,,1
2969,1960,SAT-D.1959,कण्ठपीडा,kaṇṭhapīḍā,kaNThapIDA,1,0,,throat pain,,1
2970,1961,SAT-D.1960,कण्ठपूर्णत्वम्,kaṇṭhapūrṇatvam,kaNThapUrNatvam,1,0,,feeling of fullness in throat,,1
2971,1962,SAT-D.1961,कण्ठभङ्गः,kaṇṭhabhaṅgaḥ,kaNThaBa~ggaH,1,0,,dysfunction of throat i.e. problem with voice,,1
2972,1963,SAT-D.1962,कण्ठरुजः,kaṇṭharujaḥ,kaNTharujaH,1,0,,pain in the throat,,1
2973,1964,SAT-D.1963,कण्ठ-रोगः,kaṇṭha-rogaḥ,kaNTha-rogaH,1,0,,diseases of throat,,1
2974,1965,SAT-D.1964,कण्ठविदाहः,kaṇṭhavidāhaḥ,kaNThavidAhaH,1,0,,burning sensation in throat,,1
2975,1966,SAT-D.1965,कण्ठ-विशोषः,kaṇṭha-viśoṣaḥ,kaNTha-viSoShaH,1,0,,excessive dryness of throat,,1
2976,1967,SAT-D.1966,कण्ठशुद्धिः,kaṇṭhaśuddhiḥ,kaNThaSuddhiH,1,0,,clearing of throat,,1
2977,1968,SAT-D.1967,कण्ठ-शोषः/ कण्ठशुष्कता,kaṇṭha-śoṣaḥ/ kaṇṭhaśuṣkatā,kaNTha-SoShaH/ kaNThaSuShkatA,1,0,,dryness of throat,,1
2978,1969,SAT-D.1968,कण्ठस्थग्रन्थिः,kaṇṭhasthagranthiḥ,kaNThasthagranthiH,1,0,,swelling located in throat,,1
2979,1970,SAT-D.1969,कण्ठादिषु अधिमांसम्,kaṇṭhādiṣu adhimāṃsam,kaNThAdiShu adhimAMsam,1,0,,hypertrophy of māṁsa in kaṇṭha,,1
2980,1971,SAT-D.1970,कण्ठादौ अपाकिशोफः,kaṇṭhādau apākiśophaḥ,kaNThAdau apAkiSoPaH,1,0,,non suppurative swelling in throat region,,1
2981,1972,SAT-D.1971,कण्ठावधमनम्,kaṇṭhāvadhamanam,kaNThAvadhamanam,1,0,,irritation in the throat,,1
2982,1973,SAT-D.1972,कण्ठे अतीव कण्डूः,kaṇṭhe atīva kaṇḍūḥ,kaNThe atIva kaNDUH,1,0,,excessive itching in throat,,1
2983,1974,SAT-D.1973,कण्ठे अतीव तोदः,kaṇṭhe atīva todaḥ,kaNThe atIva todaH,1,0,,severe pricking pain in throat,,1
2984,1975,SAT-D.1974,कण्ठे कण्डूः/ कण्ठकण्डूः,kaṇṭhe kaṇḍūḥ/ kaṇṭhakaṇḍūḥ,kaNThe kaNDUH/ kaNThakaNDUH,1,0,,itching in throat,,1
2985,1976,SAT-D.1975,कण्ठे गुरुत्वम्,kaṇṭhe gurutvam,kaNThe gurutvam,1,0,,heaviness in throat,,1
2986,1977,SAT-D.1976,कण्ठे मांसाभिवृद्धिः,kaṇṭhe māṃsābhivṛddhiḥ,kaNThe mAMsABivRuddhiH,1,0,,fleshy growth in throat region,,1
2987,1978,SAT-D.1977,कण्ठेन कूजति,kaṇṭhena kūjati,kaNThena kUjati,1,0,,cooing sound from throat,,1
2988,1979,SAT-D.1978,कण्ठोद्ध्वंस:/ कण्ठोद्ध्वंसनम्,kaṇṭhoddhvaṃsa:/ kaṇṭhoddhvaṃsanam,kaNThoddhvaMsa:/ kaNThoddhvaMsanam,1,0,,hoarseness of voice,,1
2989,1980,SAT-D.1979,कण्ठोपरोधः,kaṇṭhoparodhaḥ,kaNThoparodhaH,1,0,,choking sensation in throat,,1
2990,1981,SAT-D.1980,कण्ठोपलेपः,kaṇṭhopalepaḥ,kaNThopalepaH,1,0,,feeling of coating in throat,,1
2991,1982,SAT-D.1981,कण्डराभ:,kaṇḍarābha:,kaNDarABa:,1,0,,resembles tendon,,1
2992,1983,SAT-D.1982,कण्डराशोषः,kaṇḍarāśoṣaḥ,kaNDarASoShaH,1,0,,wasting of tendons,,1
2993,1984,SAT-D.1983,कण्डवान्वित सर्षपाभा पिडकाः,kaṇḍavānvita sarṣapābhā piḍakāḥ,kaNDavAnvita sarShapABA piDakAH,1,0,,small mustard seed like eruptions associated with itching,,1
2994,1985,SAT-D.1984,कण्डूः ओष्ठस्य,kaṇḍūḥ oṣṭhasya,kaNDUH oShThasya,1,0,,itching over lips,,1
2995,1986,SAT-D.1985,कण्डूः जिह्वायाः,kaṇḍūḥ jihvāyāḥ,kaNDUH jihvAyAH,1,0,,itching over tongue,,1
2996,1987,SAT-D.1986,कण्डूः दंशे,kaṇḍūḥ daṃśe,kaNDUH daMSe,1,0,,itching at site of bite,,1
2997,1988,SAT-D.1987,कण्डूः निचितगात्रः,kaṇḍūḥ nicitagātraḥ,kaNDUH nicitagAtraH,1,0,,itching all over body,,1
2998,1989,SAT-D.1988,कण्डूः भृशम् कर्णयोः,kaṇḍūḥ bhṛśam karṇayoḥ,kaNDUH BRuSam karNayoH,1,0,,severe itching sensation in ear,,1
2999,1990,SAT-D.1989,कण्डूः वर्त्मनि,kaṇḍūḥ vartmani,kaNDUH vartmani,1,0,,itching in the eyelids,,1
3000,1991,SAT-D.1990,कण्डूः वर्त्म-पक्ष्मसन्धौ,kaṇḍūḥ vartma-pakṣmasandhau,kaNDUH vartma-pakShmasandhau,1,0,,itching over eye lid margins,,1
3001,1992,SAT-D.1991,कण्डूः वृषणे,kaṇḍūḥ vṛṣaṇe,kaNDUH vRuShaNe,1,0,,itching in scrotal region,,1
3002,1993,SAT-D.1992,कण्डूः श्वयथुः च अन्तर्गले,kaṇḍūḥ śvayathuḥ ca antargale,kaNDUH SvayathuH ca antargale,1,0,,itching and swelling inside the throat,,1
3003,1994,SAT-D.1993,कण्डूग्रस्त-योनिः/ कण्डुला,kaṇḍūgrasta-yoniḥ/ kaṇḍulā,kaNDUgrasta-yoniH/ kaNDulA,1,0,,vaginal itching,,1
3004,1995,SAT-D.1994,कण्डूजन्म,kaṇḍūjanma,kaNDUjanma,1,0,,itching,,1
3005,1996,SAT-D.1995,कण्डूप्रायः,kaṇḍūprāyaḥ,kaNDUprAyaH,1,0,,associated with itching sensation,,1
3006,1997,SAT-D.1996,कण्डूबहुलः/ कण्डूबहुलानि,kaṇḍūbahulaḥ/ kaṇḍūbahulāni,kaNDUbahulaH/ kaNDUbahulAni,1,0,,intense itching,,1
3007,1998,SAT-D.1997,कण्डूभूयिष्ठम्,kaṇḍūbhūyiṣṭham,kaNDUBUyiShTham,1,0,,intense itching,,1
3008,1999,SAT-D.1998,कण्डूमती पिडका,kaṇḍūmatī piḍakā,kaNDUmatI piDakA,1,0,,nodule with itching,,1
3009,2000,SAT-D.1999,कण्डूमान् श्वयथुः/सकण्डूः,kaṇḍūmān śvayathuḥ/sakaṇḍūḥ,kaNDUmAn SvayathuH/sakaNDUH,1,0,,swelling with itching,,1
3010,2001,SAT-D.2000,कण्डूयनशीलः,kaṇḍūyanaśīlaḥ,kaNDUyanaSIlaH,1,0,,persistent itching,,1
3011,2002,SAT-D.2001,कण्डूयनात् क्षिप्रं स्रावः,kaṇḍūyanāt kṣipraṃ srāvaḥ,kaNDUyanAt kShipraM srAvaH,1,0,,secretion from the vesicles on itching,,1
3012,2003,SAT-D.2002,कण्डूयनात् स्फोटे क्षिप्रं स्रावः,kaṇḍūyanāt sphoṭe kṣipraṃ srāvaḥ,kaNDUyanAt sPoTe kShipraM srAvaH,1,0,,discharge soon after itching over the vesicles,,1
3013,2004,SAT-D.2003,कण्डूयुक्त योनिकन्दः,kaṇḍūyukta yonikandaḥ,kaNDUyukta yonikandaH,1,0,,itching in a type of vaginal swelling,,1
3014,2005,SAT-D.2004,कण्डूयुतः ग्रन्थिः,kaṇḍūyutaḥ granthiḥ,kaNDUyutaH granthiH,1,0,,swelling associated with itching,,1
3015,2006,SAT-D.2005,कण्डूयुतः/ कण्डूमत्/ कण्डूर:,kaṇḍūyutaḥ/ kaṇḍūmat/ kaṇḍūra:,kaNDUyutaH/ kaNDUmat/ kaNDUra:,1,0,,associated with itching,,1
3016,2007,SAT-D.2006,कण्डूयुतौष्ठः/ कण्डूमन्त ओष्ठः,kaṇḍūyutauṣṭhaḥ/ kaṇḍūmanta oṣṭhaḥ,kaNDUyutauShThaH/ kaNDUmanta oShThaH,1,0,,itching over lips,,1
3017,2008,SAT-D.2007,कण्डूर: केशभूमिः,kaṇḍūra: keśabhūmiḥ,kaNDUra: keSaBUmiH,1,0,,itching of scalp,,1
3018,2009,SAT-D.2008,कण्डूर: पिडकाः,kaṇḍūra: piḍakāḥ,kaNDUra: piDakAH,1,0,,nodule with itching in the eyelids,,1
3019,2010,SAT-D.2009,कण्डूसमन्वितौष्ठः,kaṇḍūsamanvitauṣṭhaḥ,kaNDUsamanvitauShThaH,1,0,,itching over and around lips,,1
3020,2011,SAT-D.2010,कण्ड्वाढ्या,kaṇḍvāḍhyā,kaNDvADhyA,1,0,,intense itching,,1
3021,2012,SAT-D.2011,कण्ड्वादि वेदना विशेषः,kaṇḍvādi vedanā viśeṣaḥ,kaNDvAdi vedanA viSeShaH,1,0,,sensations like itching etc,,1
3022,2013,SAT-D.2012,कण्ड्वाधिकयुक्त-पिटिका,kaṇḍvādhikayukta-piṭikā,kaNDvAdhikayukta-piTikA,1,0,,lesions associated with severe itching,,1
3023,2014,SAT-D.2013,कण्ड्वामयः,kaṇḍvāmayaḥ,kaNDvAmayaH,1,0,,itching disorder,,1
3024,2015,SAT-D.2014,कथयतः नेत्रस्तब्धता,kathayataḥ netrastabdhatā,kathayataH netrastabdhatA,1,0,,inactivity of eyes on talking,,1
3025,2016,SAT-D.2015,कथाप्रियः/ कथारतिः,kathāpriyaḥ/ kathāratiḥ,kathApriyaH/ kathAratiH,1,0,,fond of stories or chatting,,1
3026,2017,SAT-D.2016,कदम्बपुष्पाकृतिः,kadambapuṣpākṛtiḥ,kadambapuShpAkRutiH,1,0,,resembling flower of kadamba (Anthocephalus indicus),,1
3027,2018,SAT-D.2017,कदम्बपुष्पाभ-गुदाङ्कुरः,kadambapuṣpābha-gudāṅkuraḥ,kadambapuShpABa-gudA~gkuraH,1,0,,haemorrhoids resembling the flower of kadamba (Anthocephalus indicus),,1
3028,2019,SAT-D.2018,कदाचित् अल्प आर्तवपरिस्रावः,kadācit alpa ārtavaparisrāvaḥ,kadAcit alpa ArtavaparisrAvaH,1,0,,scanty menstrual bleeding sometimes,,1
3029,2020,SAT-D.2019,कदाचित् पाण्डुस्रावः,kadācit pāṇḍusrāvaḥ,kadAcit pANDusrAvaH,1,0,,occasional white discharge,,1
3030,2021,SAT-D.2020,कदाचित् पिच्छिलस्रावः,kadācit picchilasrāvaḥ,kadAcit picCilasrAvaH,1,0,,occasional slimy discharge,,1
3031,2022,SAT-D.2021,कदाचित् प्रलीयमानम्,kadācit pralīyamānam,kadAcit pralIyamAnam,1,0,,remains dormant sometimes,,1
3032,2023,SAT-D.2022,कदाचित् भूमौ यः सर्पवत् प्रसरति,kadācit bhūmau yaḥ sarpavat prasarati,kadAcit BUmau yaH sarpavat prasarati,1,0,,sometimes creeps on the ground like a snake,,1
3033,2024,SAT-D.2023,कदाचित् यदृच्छया पाकः,kadācit yadṛcchayā pākaḥ,kadAcit yadRucCayA pAkaH,1,0,,sometime suppuration by itself,,1
3034,2025,SAT-D.2024,कदाचित्सम्यक् पचति,kadācitsamyak pacati,kadAcitsamyak pacati,1,0,,digest properly sometimes,,1
3035,2026,SAT-D.2025,कदाचिदुष्णेन सुखमाप्नुयात्,kadāciduṣṇena sukhamāpnuyāt,kadAciduShNena suKamApnuyAt,1,0,,subsides by hot treatment sometimes,,1
3036,2027,SAT-D.2026,कदाचिद्विवृद्ध गर्भः,kadācidvivṛddha garbhaḥ,kadAcidvivRuddha garBaH,1,0,,sometime over growth of garbha (foetus or womb),,1
3037,2028,SAT-D.2027,कनीन-ऊषा,kanīna-ūṣā,kanIna-UShA,1,0,,burning sensation of medial canthus,,1
3038,2029,SAT-D.2028,कनीनकण्डूः,kanīnakaṇḍūḥ,kanInakaNDUH,1,0,,itching of medial canthus,,1
3039,2030,SAT-D.2029,कनीनकात् स्रावः/ कनीनात् स्रावः,kanīnakāt srāvaḥ/ kanīnāt srāvaḥ,kanInakAt srAvaH/ kanInAt srAvaH,1,0,,discharge from medial canthus,,1
3040,2031,SAT-D.2030,कनीननेत्रसन्धि-पाकः,kanīnanetrasandhi-pākaḥ,kanInanetrasandhi-pAkaH,1,0,,suppuration at inner canthus of eye,,1
3041,2032,SAT-D.2031,कनीनसन्धि-आध्मानम्,kanīnasandhi-ādhmānam,kanInasandhi-AdhmAnam,1,0,,swelling over medial canthus,,1
3042,2033,SAT-D.2032,कनीनसन्धिजः शोथः,kanīnasandhijaḥ śothaḥ,kanInasandhijaH SothaH,1,0,,swelling over medial canthus,,1
3043,2034,SAT-D.2033,कन्धरासंग्रहः,kandharāsaṃgrahaḥ,kandharAsaMgrahaH,1,0,,stiffness of neck,,1
3044,2035,SAT-D.2034,कपालकण्डूः,kapālakaṇḍūḥ,kapAlakaNDUH,1,0,,itching over head,,1
3045,2036,SAT-D.2035,कपालवर्णः/ कपालाभम्,kapālavarṇaḥ/ kapālābham,kapAlavarNaH/ kapAlABam,1,0,,discoloration similar to that of earthen vessels,,1
3046,2037,SAT-D.2036,कपाले क्लेदबहुलपिटिका,kapāle kledabahulapiṭikā,kapAle kledabahulapiTikA,1,0,,moist eruption in scalp region,,1
3047,2038,SAT-D.2037,कपाले बहुवक्त्रपिटिका,kapāle bahuvaktrapiṭikā,kapAle bahuvaktrapiTikA,1,0,,scalp lesions with multiple openings,,1
3048,2039,SAT-D.2038,कपालेषु दारणम् इव/ कपालेष्विव दीर्यत्सु,kapāleṣu dāraṇam iva/ kapāleṣviva dīryatsu,kapAleShu dAraNam iva/ kapAleShviva dIryatsu,1,0,,peeling off tartar with pieces of teeth,,1
3049,2040,SAT-D.2039,कपिल व्रणः,kapila vraṇaḥ,kapila vraNaH,1,0,,reddish brown colored wound,,1
3050,2041,SAT-D.2040,कपिल-केशः,kapila-keśaḥ,kapila-keSaH,1,0,,reddish brown hair,,1
3051,2042,SAT-D.2041,कपोत इव कूजनम्,kapota iva kūjanam,kapota iva kUjanam,1,0,,cooing like a pigeon,,1
3052,2043,SAT-D.2042,कपोतनिभव्रणः,kapotanibhavraṇaḥ,kapotaniBavraNaH,1,0,,color of wound as that of pigeon,,1
3053,2044,SAT-D.2043,कपोतवर्णः,kapotavarṇaḥ,kapotavarNaH,1,0,,pale ash color like the pigeon,,1
3054,2045,SAT-D.2044,कपोतवर्णप्रतिमः,kapotavarṇapratimaḥ,kapotavarNapratimaH,1,0,,pigeon colored,,1
3055,2046,SAT-D.2045,कफजविकारः/ कफजगदः,kaphajavikāraḥ/ kaphajagadaḥ,kaPajavikAraH/ kaPajagadaH,1,0,,diseases caused by kapha,,1
3056,2047,SAT-D.2046,कफज्वर-समानरुक्,kaphajvara-samānaruk,kaPajvara-samAnaruk,1,0,,constitutional features or pain similar to kaphaja fever,,1
3057,2048,SAT-D.2047,कफनिमित्तमपि दूयन्ते वा दह्यन्ते,kaphanimittamapi dūyante vā dahyante,kaPanimittamapi dUyante vA dahyante,1,0,,manifestation of burning & fuming sensation even if caused by kaphaja doṣa,,1
3058,2049,SAT-D.2048,कफनिष्ठीवनम्/ कफष्ठीवनम्/ कफोन्मिश्रितष्ठीवनम्,kaphaniṣṭhīvanam/ kaphaṣṭhīvanam/ kaphonmiśritaṣṭhīvanam,kaPaniShThIvanam/ kaPaShThIvanam/ kaPonmiSritaShThIvanam,1,0,,mucoid expectoration,,1
3059,2050,SAT-D.2049,कफपित्तोत्क्लेशः,kaphapittotkleśaḥ,kaPapittotkleSaH,1,0,,aggravation of kapha and pitta,,1
3060,2051,SAT-D.2050,कफपूर्णकोष्ठता,kaphapūrṇakoṣṭhatā,kaPapUrNakoShThatA,1,0,,kapha filled koṣṭha,,1
3061,2052,SAT-D.2051,कफपूर्णदेहः,kaphapūrṇadehaḥ,kaPapUrNadehaH,1,0,,feels as if body is filled with kapha,,1
3062,2053,SAT-D.2052,कफपूर्णास्यता,kaphapūrṇāsyatā,kaPapUrNAsyatA,1,0,,mouth filled with kapha,,1
3063,2054,SAT-D.2053,कफप्रसेकः,kaphaprasekaḥ,kaPaprasekaH,1,0,,mucoid discharge or salivation,,1
3064,2055,SAT-D.2054,कफप्रसेकः,kaphaprasekaḥ,kaPaprasekaH,1,0,,mucoid discharge through mouth,,1
